title,description,url,image,genre,rating,rating_count,content_rating,director,stars,release_year,duration_minutes,simple_genre
Uncut Gems,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",https://www.imdb.com/title/tt5727208/,https://m.media-amazon.com/images/M/MV5BNmI0YjA5NjItYzExYi00NzkxLTkxNDctNGJjYTZhM2M0NDQ0XkEyXkFqcGc@._V1_.jpg,"Crime, Drama, Thriller",7.4,339101,R,"Benny Safdie, Josh Safdie","Adam Sandler, Julia Fox, Idina Menzel",2019-12-25,135,"Crime, Drama, Thriller"
Toni Erdmann,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO&apos;s life coach.,https://www.imdb.com/title/tt4048272/,https://m.media-amazon.com/images/M/MV5BODNiNmE5OWMtNDAxMy00YTQzLThjMGItMTAwOTNlNGM2ZDlhXkEyXkFqcGc@._V1_.jpg,"Comedy, Drama",7.3,53904,R,Maren Ade,"Sandra Hüller, Peter Simonischek, Michael Wittenborn",2016-12-25,162,"Comedy, Drama"
Whiplash,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student&apos;s potential.,https://www.imdb.com/title/tt2582802/,https://m.media-amazon.com/images/M/MV5BMDFjOWFkYzktYzhhMC00NmYyLTkwY2EtYjViMDhmNzg0OGFkXkEyXkFqcGc@._V1_.jpg,"Drama, Music",8.5,1093262,R,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist",2014-10-15,106,"Drama, Music"
Kill Bill: Vol. 1,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",https://www.imdb.com/title/tt0266697/,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg,"Action, Crime, Thriller",8.2,1263976,R,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah",2003-10-10,111,"Action, Crime, Thriller"
Memento,A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife&apos;s murderer.,https://www.imdb.com/title/tt0209144/,https://m.media-amazon.com/images/M/MV5BYmQ3MjliNjAtNWFiZS00YWI1LTlmZTktMzBiNDE1NjRhZjU0XkEyXkFqcGc@._V1_.jpg,"Drama, Mystery, Thriller",8.4,1393835,R,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano",2001-05-25,113,"Drama, Thriller"
Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,https://www.imdb.com/title/tt0449059/,https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_.jpg,"Comedy, Drama",7.8,543199,R,"Jonathan Dayton, Valerie Faris","Steve Carell, Toni Collette, Greg Kinnear",2006-08-18,101,"Comedy, Drama"
Gone Girl,The husband of a missing woman becomes the chief suspect in her disappearance.,https://www.imdb.com/title/tt2267998/,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg,"Drama, Mystery, Thriller",8.1,1133806,R,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris",2014-10-03,149,"Drama, Thriller"
Oppenheimer,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",https://www.imdb.com/title/tt15398776/,https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_.jpg,"Biography, Drama, History",8.3,926481,R,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon",2023-07-21,180,"Biography, Drama, History"
Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://www.imdb.com/title/tt1895587/,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg,"Biography, Crime, Drama",8.1,523379,R,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams",2015-11-20,129,"Biography, Crime, Drama"
Tár,"Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.",https://www.imdb.com/title/tt14444726/,https://m.media-amazon.com/images/M/MV5BYWY5YThhOGUtNDU4OS00NTk3LWI0ODQtNmRiYTk0ZjVkZWU2XkEyXkFqcGc@._V1_.jpg,"Drama, Music",7.4,105492,R,Todd Field,"Cate Blanchett, Noémie Merlant, Nina Hoss",2022-10-28,158,"Drama, Music"
The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",https://www.imdb.com/title/tt0887912/,https://m.media-amazon.com/images/M/MV5BNzgyMGM2YTItYzY2Yi00NDQ0LWE0M2EtMGUzYjFlMDgyY2M3XkEyXkFqcGc@._V1_.jpg,"Drama, Thriller, War",7.5,487395,R,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty",2009-07-31,131,"Drama, Thriller, War"
Under the Skin,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",https://www.imdb.com/title/tt1441395/,https://m.media-amazon.com/images/M/MV5BMTU1MDEwMDg4Nl5BMl5BanBnXkFtZTgwOTk3NTcxMTE@._V1_.jpg,"Drama, Horror, Mystery",6.3,165983,R,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay",2014-04-18,108,"Drama, Horror, Thriller"
Let the Right One In,"A bullied boy forms a unique friendship with his new neighbor, who is a vampire.",https://www.imdb.com/title/tt1139797/,https://m.media-amazon.com/images/M/MV5BNjgxZGFlYjktNjE2NC00YTkzLTlhY2QtNDJmMDhmMGEzOTcwXkEyXkFqcGc@._V1_.jpg,"Drama, Fantasy, Horror",7.8,235188,R,Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar",2008-12-12,114,"Drama, Fantasy, Horror"
Ocean&apos;s Eleven,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",https://www.imdb.com/title/tt0240772/,https://m.media-amazon.com/images/M/MV5BMmNhZDkxYTgtMDM3ZC00NTQ3LWFjZTUtNzc1Y2QyNWZjNDRmXkEyXkFqcGc@._V1_.jpg,"Crime, Thriller",7.7,654302,PG-13,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts",2001-12-07,116,"Crime, Thriller"
Carol,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,https://www.imdb.com/title/tt2402927/,https://m.media-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_.jpg,"Drama, Romance",7.3,150080,R,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson",2016-01-15,118,"Drama, Romance"
Ratatouille,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://www.imdb.com/title/tt0382932/,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg,"Animation, Adventure, Comedy",8.1,901401,G,"Brad Bird, Jan Pinkava","Brad Garrett, Lou Romano, Patton Oswalt",2007-06-29,111,"Adventure, Animation, Comedy"
The Florida Project,A single mother and the manager of a roadside motel do their utmost to maintain the innocence of a six-year-old girl&apos;s life.,https://www.imdb.com/title/tt5649144/,https://m.media-amazon.com/images/M/MV5BNDBhM2MxYjAtMWFiYy00MWMwLThkMDYtN2M1ZWY3NjkxNGExXkEyXkFqcGc@._V1_.jpg,Drama,7.6,141939,R,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe",2017-11-10,111,Drama
Amour,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple&apos;s bond of love is severely tes...",https://www.imdb.com/title/tt1602620/,https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_.jpg,Drama,7.9,108942,PG-13,Michael Haneke,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert",2012-09-20,127,Drama
"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",https://www.imdb.com/title/tt0190590/,https://m.media-amazon.com/images/M/MV5BMDhmMzZkYzctOTQ4MS00NWEzLWI1YzMtNTllZDhkYjgwOWQ0XkEyXkFqcGc@._V1_.jpg,"Adventure, Comedy, Crime",7.7,343946,PG-13,"Joel Coen, Ethan Coen","George Clooney, John Turturro, Tim Blake Nelson",2001-02-02,107,"Adventure, Comedy, Crime"
Everything Everywhere All at Once,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,https://www.imdb.com/title/tt6710474/,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_.jpg,"Action, Adventure, Comedy",7.8,589484,R,"Daniel Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis",2022-04-08,139,"Action, Adventure, Comedy"
Aftersun,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she d...,https://www.imdb.com/title/tt19770238/,https://m.media-amazon.com/images/M/MV5BZWU5Y2MyZjQtNGVjYi00ZDRkLTk1MGYtYmNlMzI0MTFmNDU2XkEyXkFqcGc@._V1_.jpg,Drama,7.6,118564,R,Charlotte Wells,"Paul Mescal, Frankie Corio, Celia Rowlson-Hall",2022-11-18,102,Drama
The Tree of Life,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents&apos; conflicting teachings.",https://www.imdb.com/title/tt0478304/,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_.jpg,"Drama, Fantasy",6.8,189585,PG-13,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain",2011-05-17,139,"Drama, Fantasy"
Volver,"After her death, a mother returns to her home town in order to fix the situations she couldn&apos;t resolve during her life.",https://www.imdb.com/title/tt0441909/,https://m.media-amazon.com/images/M/MV5BMjA0NTUxMjY1OV5BMl5BanBnXkFtZTcwNjI2OTMzMQ@@._V1_.jpg,"Comedy, Drama",7.6,111034,R,Pedro Almodóvar,"Penélope Cruz, Carmen Maura, Lola Dueñas",2007-01-26,121,"Comedy, Drama"
Black Swan,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina&apos;s grip on reality slips, plunging her into a waking nightmare.",https://www.imdb.com/title/tt0947798/,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_.jpg,"Drama, Thriller",8.0,866918,R,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel",2010-12-17,108,"Drama, Thriller"
The Act of Killing,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",https://www.imdb.com/title/tt2375605/,https://m.media-amazon.com/images/M/MV5BZDg1NDMwMGQtMmFkZS00NTQwLTkxYjktMTlhNjI2NzNlYTQ1XkEyXkFqcGc@._V1_.jpg,"Documentary, Biography, Crime",8.2,42919,Not Rated,"Joshua Oppenheimer, Anonymous, Christine Cynn","Anwar Congo, Herman Koto, Syamsul Arifin",2012-11-01,117,"Biography, Crime, Documentary"
Inside Llewyn Davis,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,https://www.imdb.com/title/tt2042568/,https://m.media-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_.jpg,"Drama, Music",7.4,168945,R,"Ethan Coen, Joel Coen","Oscar Isaac, Carey Mulligan, John Goodman",2014-01-10,104,"Drama, Music"
Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,https://www.imdb.com/title/tt1527186/,https://m.media-amazon.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_.jpg,"Drama, Sci-Fi",7.1,203962,R,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland",2011-05-26,135,"Drama, Sci-Fi"
Anchorman: The Legend of Ron Burgundy,"In the 1970s, an anchorman&apos;s stint as San Diego&apos;s top-rated newsreader is challenged when an ambitious newswoman becomes his co-anchor.",https://www.imdb.com/title/tt0357413/,https://m.media-amazon.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_.jpg,Comedy,7.1,393373,PG-13,Adam McKay,"Will Ferrell, Christina Applegate, Steve Carell",2004-07-09,94,Comedy
Past Lives,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora&apos;s family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",https://www.imdb.com/title/tt13238346/,https://m.media-amazon.com/images/M/MV5BYjQyMTNhNjUtN2VmYy00NWRhLTkwOTctMGVmNTBmNDIxYjZhXkEyXkFqcGc@._V1_.jpg,"Drama, Romance",7.8,158628,PG-13,Celine Song,"Greta Lee, Teo Yoo, John Magaro",2023-06-23,105,"Drama, Romance"
The Lord of the Rings: The Fellowship of the Ring,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://www.imdb.com/title/tt0120737/,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_.jpg,"Adventure, Drama, Fantasy",8.9,2132804,PG-13,Peter Jackson,"Elijah Wood, Ian McKellen, Orlando Bloom",2001-12-19,178,"Adventure, Drama, Fantasy"
The Gleaners &amp; I,"Varda films and interviews gleaners in France in all forms, from those picking fields after the harvest to those scouring the dumpsters of Paris.",https://www.imdb.com/title/tt0247380/,https://m.media-amazon.com/images/M/MV5BM2FlZmQ3N2ItNGRmYi00MTk2LWFjMTQtMWI1ZDVmMzgzMjhlXkEyXkFqcGc@._V1_.jpg,Documentary,7.7,9663,Not Rated,Agnès Varda,"François Wertheimer, Agnès Varda, Jean La Planche",2000-07-07,82,Documentary
Interstellar,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",https://www.imdb.com/title/tt0816692/,https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_.jpg,"Adventure, Drama, Sci-Fi",8.7,2390398,PG-13,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain",2014-11-07,169,"Adventure, Drama, Sci-Fi"
Frances Ha,"A New York woman apprentices for a dance company and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",https://www.imdb.com/title/tt2347569/,https://m.media-amazon.com/images/M/MV5BOTY0NDQ2NzQ2N15BMl5BanBnXkFtZTcwMTU0OTkwOQ@@._V1_.jpg,"Comedy, Drama, Romance",7.4,99669,R,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver",2013-05-17,86,"Comedy, Drama, Romance"
Fish Tank,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.,https://www.imdb.com/title/tt1232776/,https://m.media-amazon.com/images/M/MV5BMTc1NTk4MzkxOF5BMl5BanBnXkFtZTcwNDkxMDAxMw@@._V1_.jpg,Drama,7.3,67227,Not Rated,Andrea Arnold,"Katie Jarvis, Michael Fassbender, Kierston Wareing",2009-09-11,123,Drama
Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,https://www.imdb.com/title/tt0172495/,https://m.media-amazon.com/images/M/MV5BYWQ4YmNjYjEtOWE1Zi00Y2U4LWI4NTAtMTU0MjkxNWQ1ZmJiXkEyXkFqcGc@._V1_.jpg,"Action, Adventure, Drama",8.5,1786200,R,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen",2000-05-05,155,"Action, Adventure, Drama"
Michael Clayton,A law firm brings in its &quot;fixer&quot; to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.,https://www.imdb.com/title/tt0465538/,https://m.media-amazon.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@._V1_.jpg,"Crime, Drama, Mystery",7.2,180459,R,Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson",2007-10-12,119,"Crime, Drama, Thriller"
Minority Report,"John works with the PreCrime police which stop crimes before they take place, with the help of three &apos;PreCogs&apos; who can foresee crimes. Events ensue when John finds himself framed for a future murder.",https://www.imdb.com/title/tt0181689/,https://m.media-amazon.com/images/M/MV5BYTdmNzM3YzItZTRkYS00MTY5LTg4ZmItNjFmNTk2N2Q2NmNlXkEyXkFqcGc@._V1_.jpg,"Action, Crime, Mystery",7.6,607776,PG-13,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton",2002-06-21,145,"Action, Crime, Thriller"
The Worst Person in the World,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",https://www.imdb.com/title/tt10370710/,https://m.media-amazon.com/images/M/MV5BZGEyYzBiYmItZDM4OC00NTdmLWJlYzctODdiM2E2MjZmYTU2XkEyXkFqcGc@._V1_.jpg,"Comedy, Drama, Romance",7.7,114689,R,Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum",2021-10-13,128,"Comedy, Drama, Romance"
Black Panther,"T&apos;Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country&apos;s past.",https://www.imdb.com/title/tt1825683/,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_.jpg,"Action, Adventure, Sci-Fi",7.3,885759,PG-13,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong&apos;o",2018-02-16,134,"Action, Adventure, Sci-Fi"
Gravity,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",https://www.imdb.com/title/tt1454468/,https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_.jpg,"Drama, Sci-Fi, Thriller",7.7,886542,PG-13,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris",2013-10-04,91,"Drama, Sci-Fi, Thriller"
Grizzly Man,"A devastating and heart-rending take on grizzly bear activists Timothy Treadwell and Amie Huguenard, who were killed in October of 2003 while living among grizzly bears in Alaska.",https://www.imdb.com/title/tt0427312/,https://m.media-amazon.com/images/M/MV5BODc3NTAxMTY1MV5BMl5BanBnXkFtZTcwOTE4NjUzMw@@._V1_.jpg,"Documentary, Biography",7.8,65470,R,Werner Herzog,"Timothy Treadwell, Amie Huguenard, Werner Herzog",2005-09-30,103,"Biography, Documentary"
Memories of Murder,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",https://www.imdb.com/title/tt0353969/,https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg,"Crime, Drama, Mystery",8.1,248722,Not Rated,Bong Joon Ho,"Song Kang-ho, Kim Sang-kyung, Kim Roe-ha",2003-05-02,132,"Crime, Drama, Thriller"
Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,https://www.imdb.com/title/tt0829482/,https://m.media-amazon.com/images/M/MV5BNjk0MzdlZGEtNTRkOC00ZDRiLWJkYjAtMzUzYTRiNzk1YTViXkEyXkFqcGc@._V1_.jpg,Comedy,7.6,671732,R,Greg Mottola,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse",2007-08-17,113,Comedy
